conflict_id,country,location,latitude,longitude,year,side_a,side_b,intensity_level,start_date,ep_end
342,ES   ,Spain,40.463667,-3.74922,1991,Government of Spain,ETA,25-1000/year,6/7/68,1
351,IN   ,India,20.593684,78.96288,1991,Government of India,Sikh insurgents,At least  1000/per year,9/20/81,0
352,LK   ,Sri Lanka,7.873054,80.771797,1991,Government of Sri Lanka,LTTE,At least  1000/per year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1991,Government of Turkey,PKK,25-1000/year,5/1/83,0
364,IN   ,India,20.593684,78.96288,1991,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
366,ID   ,Indonesia,-0.789275,113.921327,1991,Government of Indonesia,GAM,25-1000/year,5/2/89,1
371,IQ   ,Iraq,33.223191,43.679291,1991,Government of Iraq,Government of Kuwait,At least  1000/per year,8/2/90,1
372,ML   ,Mali,17.570692,-3.996166,1991,Government of Mali,FPLA,25-1000/year,6/28/90,1
374,RW   ,Rwanda,-1.940278,29.873888,1991,Government of Rwanda,FPR,25-1000/year,10/1/90,0
376,RU   ,Russia,61.52401,105.318756,1991,Government of Russia (Soviet Union),Republic of Armenia,25-1000/year,1/19/90,1
379,DJ   ,Djibouti,11.825138,42.590275,1991,Government of Djibouti,FRUD,25-1000/year,11/12/91,0
380,GE   ,Georgia,42.315407,43.356892,1991,Government of Georgia,National Guard and Mkhedrioni,25-1000/year,12/22/91,0
381,HT   ,Haiti,18.971187,-72.285215,1991,Government of Haiti,Military faction (forces of Raol Cédras),25-1000/year,4/3/89,1
382,SL   ,Sierra Leone,8.460555,-11.779889,1991,Government of Sierra Leone,RUF,25-1000/year,3/23/91,0
383,TR   ,Turkey,38.963745,35.243322,1991,Government of Turkey,DHKP-C,25-1000/year,12/31/87,0
384,RS   ,Serbia,44.016521,21.005859,1991,Government of Serbia (Yugoslavia),Republic of Slovenia,25-1000/year,6/27/91,1
385,RS   ,Serbia,44.016521,21.005859,1991,Government of Serbia (Yugoslavia),"Croatian irregulars, Republic of Croatia",At least  1000/per year,7/9/91,0
386,DZ   ,Algeria,28.033886,1.659626,1991,Government of Algeria,Takfir wa'l Hijra,25-1000/year,8/27/85,0
387,AO   ,Angola,-11.202692,17.873887,1991,Government of Angola,FLEC-R,25-1000/year,8/4/89,0
388,AZ   ,Azerbaijan,40.143105,47.576927,1991,Government of Azerbaijan,Republic of Artsakh,25-1000/year,12/29/91,0
413,ET   ,Ethiopia,9.145,40.489673,1991,Government of Ethiopia,OLF,25-1000/year,8/31/74,0
426,IL   ,Israel,31.046051,34.851612,1991,Government of Israel,Hezbollah,25-1000/year,9/30/86,0
430,NE   ,Niger,17.607789,8.081666,1991,Government of Niger,FLAA,25-1000/year,10/25/91,0
209,PH   ,Philippines,12.879721,121.774017,1992,Government of Philippines,CPP,25-1000/year,7/31/46,0
218,IN   ,India,20.593684,78.96288,1992,Government of India,Government of Pakistan,25-1000/year,12/31/48,1
221,MM   ,Myanmar [Burma],21.913965,95.956223,1992,Government of Myanmar (Burma),KNU,At least  1000/per year,12/31/48,1
222,MM   ,Myanmar [Burma],21.913965,95.956223,1992,Government of Myanmar (Burma),ABSDF,25-1000/year,2/29/48,1
227,IN   ,India,20.593684,78.96288,1992,Government of India,PWG,25-1000/year,5/1/48,0
231,MM   ,Myanmar [Burma],21.913965,95.956223,1992,Government of Myanmar (Burma),KIO,25-1000/year,12/31/49,1
233,GT   ,Guatemala,15.783471,-90.230759,1992,Government of Guatemala,URNG,25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1992,Government of Israel,Fatah,25-1000/year,5/15/48,0
251,IN   ,India,20.593684,78.96288,1992,Government of India,NSCN-IM,25-1000/year,7/20/55,0
253,MM   ,Myanmar [Burma],21.913965,95.956223,1992,Government of Myanmar (Burma),KNPP,25-1000/year,12/31/57,1
259,IQ   ,Iraq,33.223191,43.679291,1992,Government of Iraq,SCIRI,25-1000/year,7/14/58,0
271,IQ   ,Iraq,33.223191,43.679291,1992,Government of Iraq,PUK,25-1000/year,8/30/45,1
277,VE   ,Venezuela,6.42375,-66.58973,1992,Government of Venezuela,Military faction (forces of Hugo Chávez),25-1000/year,6/3/62,1
287,BI   ,Burundi,-3.373056,29.918886,1992,Government of Burundi,Palipehutu,25-1000/year,10/18/65,1
288,TD   ,Chad,15.454166,18.732207,1992,Government of Chad,"CNR, CSNPD, FNT, MDD",25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1992,Government of Colombia,"ELN, FARC",At least  1000/per year,12/31/64,0
292,PE   ,Peru,-9.189967,-75.015152,1992,Government of Peru,"MRTA, Sendero Luminoso",At least  1000/per year,5/15/63,0
300,KH   ,Cambodia,12.565679,104.990963,1992,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
309,SD   ,Sudan,12.862807,30.217636,1992,Government of Sudan,SPLM/A,At least  1000/per year,7/22/71,0
314,UG   ,Uganda,1.373333,32.290275,1992,Government of Uganda,UPA,25-1000/year,1/25/71,1
327,AO   ,Angola,-11.202692,17.873887,1992,Government of Angola,UNITA,At least  1000/per year,11/11/75,0
330,ID   ,Indonesia,-0.789275,113.921327,1992,Government of Indonesia,CNRT,25-1000/year,12/7/75,1
332,MZ   ,Mozambique,-18.665695,35.529562,1992,Government of Mozambique,Renamo,25-1000/year,12/31/77,1
333,AF   ,Afghanistan,33.93911,67.709953,1992,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",At least  1000/per year,7/2/75,0
335,IN   ,India,20.593684,78.96288,1992,Government of India,ATTF,25-1000/year,7/9/79,1
337,SO   ,Somalia,5.152149,46.199616,1992,Government of Somalia,USC/SNA,At least  1000/per year,1/18/82,0
351,IN   ,India,20.593684,78.96288,1992,Government of India,Sikh insurgents,At least  1000/per year,9/20/81,0
352,LK   ,Sri Lanka,7.873054,80.771797,1992,Government of Sri Lanka,LTTE,At least  1000/per year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1992,Government of Turkey,PKK,At least  1000/per year,5/1/83,0
364,IN   ,India,20.593684,78.96288,1992,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
369,PG   ,Papua New Guinea,-6.314993,143.95555,1992,Government of Papua New Guinea,BRA,25-1000/year,4/6/89,0
374,RW   ,Rwanda,-1.940278,29.873888,1992,Government of Rwanda,FPR,25-1000/year,10/1/90,0
375,SN   ,Senegal,14.497401,-14.452362,1992,Government of Senegal,MFDC,25-1000/year,12/31/88,0
379,DJ   ,Djibouti,11.825138,42.590275,1992,Government of Djibouti,FRUD,25-1000/year,11/12/91,0
380,GE   ,Georgia,42.315407,43.356892,1992,Government of Georgia,Zviadists,25-1000/year,12/22/91,0
382,SL   ,Sierra Leone,8.460555,-11.779889,1992,Government of Sierra Leone,RUF,25-1000/year,3/23/91,0
383,TR   ,Turkey,38.963745,35.243322,1992,Government of Turkey,DHKP-C,25-1000/year,12/31/87,1
385,RS   ,Serbia,44.016521,21.005859,1992,Government of Serbia (Yugoslavia),Republic of Croatia,25-1000/year,7/9/91,1
386,DZ   ,Algeria,28.033886,1.659626,1992,Government of Algeria,AIS,25-1000/year,8/27/85,0
387,AO   ,Angola,-11.202692,17.873887,1992,Government of Angola,FLEC-FAC,25-1000/year,8/4/89,1
388,AZ   ,Azerbaijan,40.143105,47.576927,1992,Government of Azerbaijan,Republic of Artsakh,At least  1000/per year,12/29/91,0
389,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1992,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",At least  1000/per year,4/27/92,0
390,HR   ,Croatia,45.815399,15.966568,1992,Government of Croatia,"Serbian irregulars, Serbian Republic of Krajina",25-1000/year,4/29/92,0
392,GE   ,Georgia,42.315407,43.356892,1992,Government of Georgia,Republic of Abkhazia,25-1000/year,8/14/92,0
393,GE   ,Georgia,42.315407,43.356892,1992,Government of Georgia,Republic of South Ossetia,25-1000/year,5/12/92,1
394,MD   ,Moldova,47.411631,28.369885,1992,Government of Moldova,PMR,25-1000/year,3/1/92,1
395,TJ   ,Tajikistan,38.861034,71.276093,1992,Government of Tajikistan,"PFT, UTO",At least  1000/per year,5/5/92,0
413,ET   ,Ethiopia,9.145,40.489673,1992,Government of Ethiopia,OLF,25-1000/year,8/31/74,1
426,IL   ,Israel,31.046051,34.851612,1992,Government of Israel,Hezbollah,25-1000/year,9/30/86,0
430,NE   ,Niger,17.607789,8.081666,1992,Government of Niger,FLAA,25-1000/year,10/25/91,1
205,IR   ,Iran,32.427908,53.688046,1993,Government of Iran,KDPI,25-1000/year,5/31/46,1
209,PH   ,Philippines,12.879721,121.774017,1993,Government of Philippines,CPP,25-1000/year,7/31/46,0
227,IN   ,India,20.593684,78.96288,1993,Government of India,PWG,25-1000/year,5/1/48,0
233,GT   ,Guatemala,15.783471,-90.230759,1993,Government of Guatemala,URNG,25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1993,Government of Israel,Hamas,25-1000/year,5/15/48,0
251,IN   ,India,20.593684,78.96288,1993,Government of India,NSCN-IM,25-1000/year,7/20/55,0
259,IQ   ,Iraq,33.223191,43.679291,1993,Government of Iraq,SCIRI,25-1000/year,7/14/58,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1993,Government of Myanmar (Burma),MTA,25-1000/year,11/22/59,0
288,TD   ,Chad,15.454166,18.732207,1993,Government of Chad,"CNR, CSNPD, FNT, MDD",25-1000/year,7/31/66,0
289,CO   ,Colombia,4.570868,-74.297333,1993,Government of Colombia,"ELN, FARC",25-1000/year,12/31/64,0
292,PE   ,Peru,-9.189967,-75.015152,1993,Government of Peru,"MRTA, Sendero Luminoso",25-1000/year,5/15/63,0
300,KH   ,Cambodia,12.565679,104.990963,1993,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1993,Government of Philippines,"ASG, MNLF",25-1000/year,8/20/70,0
309,SD   ,Sudan,12.862807,30.217636,1993,Government of Sudan,SPLM/A,25-1000/year,7/22/71,0
327,AO   ,Angola,-11.202692,17.873887,1993,Government of Angola,UNITA,At least  1000/per year,11/11/75,0
329,ET   ,Ethiopia,9.145,40.489673,1993,Government of Ethiopia,AIAI,25-1000/year,1/11/64,0
333,AF   ,Afghanistan,33.93911,67.709953,1993,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",At least  1000/per year,7/2/75,0
337,SO   ,Somalia,5.152149,46.199616,1993,Government of Somalia,USC/SNA,25-1000/year,1/18/82,0
338,IR   ,Iran,32.427908,53.688046,1993,Government of Iran,MEK,25-1000/year,8/13/72,1
347,IN   ,India,20.593684,78.96288,1993,Government of India,UNLF,25-1000/year,4/26/79,0
351,IN   ,India,20.593684,78.96288,1993,Government of India,Sikh insurgents,25-1000/year,9/20/81,1
352,LK   ,Sri Lanka,7.873054,80.771797,1993,Government of Sri Lanka,LTTE,At least  1000/per year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1993,Government of Turkey,PKK,At least  1000/per year,5/1/83,0
364,IN   ,India,20.593684,78.96288,1993,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
369,PG   ,Papua New Guinea,-6.314993,143.95555,1993,Government of Papua New Guinea,BRA,25-1000/year,4/6/89,0
374,RW   ,Rwanda,-1.940278,29.873888,1993,Government of Rwanda,FPR,25-1000/year,10/1/90,0
375,SN   ,Senegal,14.497401,-14.452362,1993,Government of Senegal,MFDC,25-1000/year,12/31/88,1
379,DJ   ,Djibouti,11.825138,42.590275,1993,Government of Djibouti,FRUD,25-1000/year,11/12/91,0
380,GE   ,Georgia,42.315407,43.356892,1993,Government of Georgia,Zviadists,25-1000/year,12/22/91,1
382,SL   ,Sierra Leone,8.460555,-11.779889,1993,Government of Sierra Leone,RUF,25-1000/year,3/23/91,0
386,DZ   ,Algeria,28.033886,1.659626,1993,Government of Algeria,"AIS, GIA",25-1000/year,8/27/85,0
388,AZ   ,Azerbaijan,40.143105,47.576927,1993,Government of Azerbaijan,Republic of Artsakh,At least  1000/per year,12/29/91,0
389,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1993,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",At least  1000/per year,4/27/92,0
390,HR   ,Croatia,45.815399,15.966568,1993,Government of Croatia,Serbian Republic of Krajina,25-1000/year,4/29/92,1
391,EG   ,Egypt,26.820553,30.802498,1993,Government of Egypt,al-Gama'a al-Islamiyya,25-1000/year,10/8/81,0
392,GE   ,Georgia,42.315407,43.356892,1993,Government of Georgia,Republic of Abkhazia,At least  1000/per year,8/14/92,1
395,TJ   ,Tajikistan,38.861034,71.276093,1993,Government of Tajikistan,UTO,At least  1000/per year,5/5/92,0
396,AZ   ,Azerbaijan,40.143105,47.576927,1993,Government of Azerbaijan,Military faction (forces of Suret Husseinov),25-1000/year,5/15/92,1
397,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1993,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,25-1000/year,7/21/93,0
398,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1993,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",At least  1000/per year,1/13/93,0
399,RU   ,Russia,61.52401,105.318756,1993,Government of Russia (Soviet Union),Parliamentary Forces,25-1000/year,8/20/91,1
408,CD   ,Congo [DRC],-4.038333,21.758664,1993,Government of Congo,Ninjas,25-1000/year,11/3/93,1
426,IL   ,Israel,31.046051,34.851612,1993,Government of Israel,Hezbollah,25-1000/year,9/30/86,0
209,PH   ,Philippines,12.879721,121.774017,1994,Government of Philippines,CPP,25-1000/year,7/31/46,0
221,MM   ,Myanmar [Burma],21.913965,95.956223,1994,Government of Myanmar (Burma),KNU,25-1000/year,12/31/48,0
222,MM   ,Myanmar [Burma],21.913965,95.956223,1994,Government of Myanmar (Burma),ABSDF,25-1000/year,2/29/48,1
223,MM   ,Myanmar [Burma],21.913965,95.956223,1994,Government of Myanmar (Burma),RSO,25-1000/year,1/31/48,1
227,IN   ,India,20.593684,78.96288,1994,Government of India,PWG,25-1000/year,5/1/48,1
233,GT   ,Guatemala,15.783471,-90.230759,1994,Government of Guatemala,URNG,25-1000/year,7/18/49,0
234,IL   ,Israel,31.046051,34.851612,1994,Government of Israel,Hamas,25-1000/year,5/15/48,0
251,IN   ,India,20.593684,78.96288,1994,Government of India,NSCN-IM,25-1000/year,7/20/55,0
259,IQ   ,Iraq,33.223191,43.679291,1994,Government of Iraq,SCIRI,25-1000/year,7/14/58,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1994,Government of Myanmar (Burma),MTA,25-1000/year,11/22/59,0
287,BI   ,Burundi,-3.373056,29.918886,1994,Government of Burundi,CNDD,25-1000/year,10/18/65,0
288,TD   ,Chad,15.454166,18.732207,1994,Government of Chad,"CNR, CSNPD, FNT",25-1000/year,7/31/66,1
289,CO   ,Colombia,4.570868,-74.297333,1994,Government of Colombia,"ELN, FARC",At least  1000/per year,12/31/64,0
292,PE   ,Peru,-9.189967,-75.015152,1994,Government of Peru,Sendero Luminoso,25-1000/year,5/15/63,0
300,KH   ,Cambodia,12.565679,104.990963,1994,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1994,Government of Philippines,"ASG, MILF",25-1000/year,8/20/70,0
309,SD   ,Sudan,12.862807,30.217636,1994,Government of Sudan,SPLM/A,25-1000/year,7/22/71,0
314,UG   ,Uganda,1.373333,32.290275,1994,Government of Uganda,LRA,25-1000/year,1/25/71,0
327,AO   ,Angola,-11.202692,17.873887,1994,Government of Angola,UNITA,At least  1000/per year,11/11/75,0
329,ET   ,Ethiopia,9.145,40.489673,1994,Government of Ethiopia,ONLF,25-1000/year,1/11/64,1
333,AF   ,Afghanistan,33.93911,67.709953,1994,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",At least  1000/per year,7/2/75,0
337,SO   ,Somalia,5.152149,46.199616,1994,Government of Somalia,USC/SNA,25-1000/year,1/18/82,0
347,IN   ,India,20.593684,78.96288,1994,Government of India,UNLF,25-1000/year,4/26/79,0
352,LK   ,Sri Lanka,7.873054,80.771797,1994,Government of Sri Lanka,LTTE,25-1000/year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1994,Government of Turkey,PKK,At least  1000/per year,5/1/83,0
364,IN   ,India,20.593684,78.96288,1994,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
365,IN   ,India,20.593684,78.96288,1994,Government of India,ULFA,25-1000/year,12/31/83,0
369,PG   ,Papua New Guinea,-6.314993,143.95555,1994,Government of Papua New Guinea,BRA,25-1000/year,4/6/89,0
372,ML   ,Mali,17.570692,-3.996166,1994,Government of Mali,FIAA,25-1000/year,6/28/90,1
373,NE   ,Niger,17.607789,8.081666,1994,Government of Niger,CRA,25-1000/year,1/19/94,1
374,RW   ,Rwanda,-1.940278,29.873888,1994,Government of Rwanda,FPR,At least  1000/per year,10/1/90,1
379,DJ   ,Djibouti,11.825138,42.590275,1994,Government of Djibouti,FRUD,25-1000/year,11/12/91,1
382,SL   ,Sierra Leone,8.460555,-11.779889,1994,Government of Sierra Leone,RUF,25-1000/year,3/23/91,0
386,DZ   ,Algeria,28.033886,1.659626,1994,Government of Algeria,"AIS, GIA",At least  1000/per year,8/27/85,0
387,AO   ,Angola,-11.202692,17.873887,1994,Government of Angola,"FLEC-FAC, FLEC-R",25-1000/year,8/4/89,0
388,AZ   ,Azerbaijan,40.143105,47.576927,1994,Government of Azerbaijan,Republic of Artsakh,At least  1000/per year,12/29/91,1
389,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1994,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",At least  1000/per year,4/27/92,0
391,EG   ,Egypt,26.820553,30.802498,1994,Government of Egypt,al-Gama'a al-Islamiyya,25-1000/year,10/8/81,0
395,TJ   ,Tajikistan,38.861034,71.276093,1994,Government of Tajikistan,UTO,25-1000/year,5/5/92,0
397,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1994,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,25-1000/year,7/21/93,0
398,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1994,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",25-1000/year,1/13/93,1
400,MX   ,Mexico,23.634501,-102.552784,1994,Government of Mexico,EZLN,25-1000/year,1/1/94,1
401,RU   ,Russia,61.52401,105.318756,1994,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,25-1000/year,5/27/94,0
402,YE   ,Yemen,15.552727,48.516388,1994,Government of Yemen (North Yemen),Democratic Republic of Yemen,At least  1000/per year,2/21/94,1
404,PK   ,Pakistan,30.375321,69.345116,1994,Government of Pakistan,MQM,25-1000/year,2/11/90,0
413,ET   ,Ethiopia,9.145,40.489673,1994,Government of Ethiopia,OLF,25-1000/year,8/31/74,0
421,IN   ,India,20.593684,78.96288,1994,Government of India,NDFB,25-1000/year,2/16/89,1
426,IL   ,Israel,31.046051,34.851612,1994,Government of Israel,Hezbollah,25-1000/year,9/30/86,0
11475,MM   ,Myanmar [Burma],21.913965,95.956223,1995,Government of Myanmar (Burma),NSCN-K,25-1000/year,12/31/91,1
209,PH   ,Philippines,12.879721,121.774017,1995,Government of Philippines,CPP,25-1000/year,7/31/46,1
221,MM   ,Myanmar [Burma],21.913965,95.956223,1995,Government of Myanmar (Burma),KNU,25-1000/year,12/31/48,1
233,GT   ,Guatemala,15.783471,-90.230759,1995,Government of Guatemala,URNG,25-1000/year,7/18/49,1
234,IL   ,Israel,31.046051,34.851612,1995,Government of Israel,PIJ,25-1000/year,5/15/48,0
251,IN   ,India,20.593684,78.96288,1995,Government of India,NSCN-IM,25-1000/year,7/20/55,0
259,IQ   ,Iraq,33.223191,43.679291,1995,Government of Iraq,SCIRI,25-1000/year,7/14/58,0
264,MM   ,Myanmar [Burma],21.913965,95.956223,1995,Government of Myanmar (Burma),MTA,25-1000/year,11/22/59,0
271,IQ   ,Iraq,33.223191,43.679291,1995,Government of Iraq,PUK,25-1000/year,8/30/45,0
287,BI   ,Burundi,-3.373056,29.918886,1995,Government of Burundi,CNDD,25-1000/year,10/18/65,0
289,CO   ,Colombia,4.570868,-74.297333,1995,Government of Colombia,"ELN, FARC",25-1000/year,12/31/64,0
292,PE   ,Peru,-9.189967,-75.015152,1995,Government of Peru,Sendero Luminoso,25-1000/year,5/15/63,0
300,KH   ,Cambodia,12.565679,104.990963,1995,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1995,Government of Philippines,ASG,25-1000/year,8/20/70,0
309,SD   ,Sudan,12.862807,30.217636,1995,Government of Sudan,SPLM/A,At least  1000/per year,7/22/71,0
314,UG   ,Uganda,1.373333,32.290275,1995,Government of Uganda,LRA,25-1000/year,1/25/71,0
327,AO   ,Angola,-11.202692,17.873887,1995,Government of Angola,UNITA,25-1000/year,11/11/75,1
333,AF   ,Afghanistan,33.93911,67.709953,1995,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban",At least  1000/per year,7/2/75,0
337,SO   ,Somalia,5.152149,46.199616,1995,Government of Somalia,USC/SNA,25-1000/year,1/18/82,0
347,IN   ,India,20.593684,78.96288,1995,Government of India,PLA,25-1000/year,4/26/79,0
352,LK   ,Sri Lanka,7.873054,80.771797,1995,Government of Sri Lanka,LTTE,At least  1000/per year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1995,Government of Turkey,PKK,At least  1000/per year,5/1/83,0
364,IN   ,India,20.593684,78.96288,1995,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
365,IN   ,India,20.593684,78.96288,1995,Government of India,ULFA,25-1000/year,12/31/83,0
369,PG   ,Papua New Guinea,-6.314993,143.95555,1995,Government of Papua New Guinea,BRA,25-1000/year,4/6/89,0
375,SN   ,Senegal,14.497401,-14.452362,1995,Government of Senegal,MFDC,25-1000/year,12/31/88,1
382,SL   ,Sierra Leone,8.460555,-11.779889,1995,Government of Sierra Leone,RUF,At least  1000/per year,3/23/91,0
383,TR   ,Turkey,38.963745,35.243322,1995,Government of Turkey,DHKP-C,25-1000/year,12/31/87,1
386,DZ   ,Algeria,28.033886,1.659626,1995,Government of Algeria,"AIS, GIA",At least  1000/per year,8/27/85,0
387,AO   ,Angola,-11.202692,17.873887,1995,Government of Angola,FLEC-FAC,25-1000/year,8/4/89,0
389,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1995,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",At least  1000/per year,4/27/92,1
390,HR   ,Croatia,45.815399,15.966568,1995,Government of Croatia,Serbian Republic of Krajina,25-1000/year,4/29/92,1
391,EG   ,Egypt,26.820553,30.802498,1995,Government of Egypt,al-Gama'a al-Islamiyya,25-1000/year,10/8/81,0
395,TJ   ,Tajikistan,38.861034,71.276093,1995,Government of Tajikistan,UTO,25-1000/year,5/5/92,0
396,AZ   ,Azerbaijan,40.143105,47.576927,1995,Government of Azerbaijan,OPON Forces,25-1000/year,5/15/92,1
397,BA   ,Bosnia and Herzegovina,43.915886,17.679076,1995,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,25-1000/year,7/21/93,1
401,RU   ,Russia,61.52401,105.318756,1995,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,At least  1000/per year,5/27/94,0
403,EC   ,Ecuador,-1.831239,-78.183406,1995,Government of Ecuador,Government of Peru,25-1000/year,1/26/95,1
404,PK   ,Pakistan,30.375321,69.345116,1995,Government of Pakistan,MQM,25-1000/year,2/11/90,0
406,NE   ,Niger,17.607789,8.081666,1995,Government of Niger,FDR,25-1000/year,3/23/95,1
413,ET   ,Ethiopia,9.145,40.489673,1995,Government of Ethiopia,OLF,25-1000/year,8/31/74,1
426,IL   ,Israel,31.046051,34.851612,1995,Government of Israel,Hezbollah,25-1000/year,9/30/86,0
205,IR   ,Iran,32.427908,53.688046,1996,Government of Iran,KDPI,25-1000/year,5/31/46,1
218,IN   ,India,20.593684,78.96288,1996,Government of India,Government of Pakistan,25-1000/year,12/31/48,0
224,MM   ,Myanmar [Burma],21.913965,95.956223,1996,Government of Myanmar (Burma),BMA,25-1000/year,12/31/48,1
227,IN   ,India,20.593684,78.96288,1996,Government of India,PWG,25-1000/year,5/1/48,0
234,IL   ,Israel,31.046051,34.851612,1996,Government of Israel,PNA,25-1000/year,5/15/48,1
251,IN   ,India,20.593684,78.96288,1996,Government of India,NSCN-IM,25-1000/year,7/20/55,0
253,MM   ,Myanmar [Burma],21.913965,95.956223,1996,Government of Myanmar (Burma),KNPP,25-1000/year,12/31/57,1
259,IQ   ,Iraq,33.223191,43.679291,1996,Government of Iraq,SCIRI,25-1000/year,7/14/58,1
264,MM   ,Myanmar [Burma],21.913965,95.956223,1996,Government of Myanmar (Burma),RCSS,25-1000/year,11/22/59,0
269,NP   ,Nepal,28.394857,84.124008,1996,Government of Nepal,CPN-M,25-1000/year,2/29/60,0
271,IQ   ,Iraq,33.223191,43.679291,1996,Government of Iraq,PUK,25-1000/year,8/30/45,1
283,CD   ,Congo [DRC],-4.038333,21.758664,1996,Government of DR Congo (Zaire),AFDL,At least  1000/per year,1/3/64,0
287,BI   ,Burundi,-3.373056,29.918886,1996,Government of Burundi,CNDD,25-1000/year,10/18/65,0
289,CO   ,Colombia,4.570868,-74.297333,1996,Government of Colombia,"ELN, FARC",At least  1000/per year,12/31/64,0
292,PE   ,Peru,-9.189967,-75.015152,1996,Government of Peru,Sendero Luminoso,25-1000/year,5/15/63,0
300,KH   ,Cambodia,12.565679,104.990963,1996,Government of Cambodia (Kampuchea),KR,25-1000/year,4/30/67,0
308,PH   ,Philippines,12.879721,121.774017,1996,Government of Philippines,"ASG, MILF",25-1000/year,8/20/70,0
309,SD   ,Sudan,12.862807,30.217636,1996,Government of Sudan,"NDA, SPLM/A",At least  1000/per year,7/22/71,0
314,UG   ,Uganda,1.373333,32.290275,1996,Government of Uganda,"ADF, LRA, WNBF",At least  1000/per year,1/25/71,0
329,ET   ,Ethiopia,9.145,40.489673,1996,Government of Ethiopia,"AIAI, ONLF",25-1000/year,1/11/64,1
333,AF   ,Afghanistan,33.93911,67.709953,1996,Government of Afghanistan,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA",At least  1000/per year,7/2/75,0
337,SO   ,Somalia,5.152149,46.199616,1996,Government of Somalia,USC/SNA,25-1000/year,1/18/82,1
347,IN   ,India,20.593684,78.96288,1996,Government of India,PLA,25-1000/year,4/26/79,1
352,LK   ,Sri Lanka,7.873054,80.771797,1996,Government of Sri Lanka,LTTE,At least  1000/per year,7/27/75,0
354,TR   ,Turkey,38.963745,35.243322,1996,Government of Turkey,PKK,At least  1000/per year,5/1/83,0
363,ET   ,Ethiopia,9.145,40.489673,1996,Government of Ethiopia,ARDUF,25-1000/year,6/30/75,1
364,IN   ,India,20.593684,78.96288,1996,Government of India,Kashmir insurgents,25-1000/year,2/6/84,0
365,IN   ,India,20.593684,78.96288,1996,Government of India,ULFA,25-1000/year,12/31/83,0
369,PG   ,Papua New Guinea,-6.314993,143.95555,1996,Government of Papua New Guinea,BRA,25-1000/year,4/6/89,1
374,RW   ,Rwanda,-1.940278,29.873888,1996,Government of Rwanda,ALiR,25-1000/year,10/1/90,0
